serviceid,branch,contractterm,serviceactivestatus,programmodel,campus,teachingorg,fulladdress,servicename,fundingSource,secondaryFundingSource,FundedBy_OtherSpecify,budgetcategory,initiative,budgetstatus,StaffEligibleToRecruit,StaffEligibleToStart,ContractStatus,ContractSentDate,LastContactDate,ContractNotes,TeachingOrg_SignedBudgetDate,TeachingOrg_SignedContractDate,TeachingOrg_CompletedDate,is501c3,Contract End Date,letterofgoodstandingdate,Insurance,firstname0,lastname0,email0,roles0,docs0,bg0,firstname1,lastname1,email1,roles1,docs1,bg1,firstname2,lastname2,email2,roles2,docs2,bg2,firstname3,lastname3,email3,roles3,docs3,bg3,firstname4,lastname4,email4,roles4,docs4,bg4,firstname5,lastname5,email5,roles5,docs5,bg5,firstname6,lastname6,email6,roles6,docs6,bg6,firstname7,lastname7,email7,roles7,docs7,bg7,firstname8,lastname8,email8,roles8,docs8,bg8,ProgramSpecialists,ProgramManagers,ContractAdmins,pc1,pc2,pc3,emails,ContentArea,SubContentArea,Category,edocid
7670779,North/Northwest,Full Year,Active,Apprenticeship,,Veterans Art Museum,"4503 6TH PLACE NE WASHINGTON, DC 20017",Art for the Future,,,,22030264,,Approved/Locked,,test test test,Complete,3/23/2015,11/1/2017,test data for github,5/13/2019,3/13/2019,5/13/2019,Y,6/30/2020,5/24/2019,OK,Alden,Palme,testemail(at)test,Community Liaison; Instructor,,,Vernia,Pansullo,testemail(at)test,Instructor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maria Gonzalez,Selena Miller,,test at test (test(at)testdotcom,test at test (test(at)testdotcom,,test(at)testdotcom,Arts,Visual Art,,93361
7766767,North/Northwest,Full Year,Active,Apprenticeship,,Centers Little illage,"4435 7TH STREET NE WASHINGTON, DC 20017",Cross the Line - New Beginnings,,,,22030224,Saturday,Approved/Locked,,test test test,Incomplete,,,test data for github,,,,N,,,"Need higher limits, ABC not certificate holder, ABC not additionally insured, WC Missing, Liability Missing",Aldo,Palmer,testemail(at)test,Instructor,,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antonio Leija,Chris Sorensen,test at test (test(at)testdotcom,,,,test(at)testdotcom,Sports,Sports Instruction,Basketball,93968
7670790,South/Southwest,Full Year,Active,Apprenticeship,,Television Network,"6 BRANDYWINE STREET SE WASHINGTON, DC 20032",Video Production,,,,42032026,,Approved/Locked,,test test test,Complete,3/8/2018,12/3/2019,test data for github,5/6/2019,3/25/2019,5/6/2019,Y,6/30/2020,11/8/2019,OK,Alease,Palmeri,testemail(at)test,Community Liaison; Instructor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Larry Jernigan,Yesenia Alvarez,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,STEM,Audio / Visual Technology,TV Production,92802
7670961,South/Southwest,Full Year,Active,Apprenticeship,,UCA ,"4001 1ST STREET SE WASHINGTON, DC 20032",Graphic Design,,,,42030223,,Approved/Locked,,test test test,Complete,3/24/2015,4/3/2018,test data for github,10/10/2019,3/25/2019,8/28/2019,Y,6/30/2020,3/27/2019,OK,Alec,Palmerin,testemail(at)test,Community Liaison; Contract Administrator,,,Vernita,Pantalone,testemail(at)test,Community Liaison,,XYZ Exempt,Yolonda,Elsbree,testemail(at)test,Instructor,,XYZ Exempt,Michelina,Evangelista,testemail(at)test,Instructor,,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ebony Henderson,Yesenia Alvarez,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,Arts,Visual Art,Furniture Making,92849
7670950,North/Northwest,Full Year,Active,Apprenticeship,,City Voices,"22 DANBURY STREET SE WASHINGTON, DC 20032",Graphic Design Advanced,,,,22032222,,Approved/Locked,,test test test,Complete,3/7/2018,4/17/2019,test data for github,5/7/2019,3/13/2019,5/7/2019,Y,6/30/2020,5/29/2019,OK,Alecia,Palmerino,testemail(at)test,Community Liaison; Instructor,,XYZ Exempt,Vernon,Pantano,testemail(at)test,Community Liaison; Instructor,,XYZ Exempt,Yon,Pankratz,testemail(at)test,Instructor,,XYZ Exempt,Micheline,Evangelo,testemail(at)test,Instructor,,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryan Fisher,Selena Miller,,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,STEM,Applied Science,Landscaping,93138
7670969,North/Northwest,Full Year,Active,Apprenticeship,,Television Network,"6 BRANDYWINE STREET SE WASHINGTON, DC 20032",Film Editing,,,,22032224,,Approved/Locked,,test test test,Complete,3/8/2018,12/3/2019,test data for github,5/6/2019,3/25/2019,5/6/2019,Y,6/30/2020,11/8/2019,OK,Aleen,Palmero,testemail(at)test,Instructor,,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryan Fisher,Selena Miller,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,STEM,Audio / Visual Technology,TV Production,93329
7670901,North/Northwest,Full Year,Active,Apprenticeship,,Place of Hope,"4846 EASTERN AVENUE NE WASHINGTON, DC 20017",Entrepreneur Program,,,,22032436,,Approved/Locked,,test test test,Complete,3/7/2018,7/30/2019,test data for github,5/7/2019,3/18/2019,5/7/2019,Y,6/30/2020,5/24/2019,OK,Aleida,Palmerton,testemail(at)test,Community Liaison,,XYZ Exempt,Veronica,Pantelakis,testemail(at)test,Instructor,,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maria Gonzalez,Selena Miller,,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,STEM,,,93332
7670977,South/Southwest,Full Year,Active,Apprenticeship,Richards Career Academy,Exploration,"4849 QUEENS CHAPEL TERRACE NE WASHINGTON, DC 20017",Engineering for Teens,,,,42032420,,Approved/Locked,,test test test,Incomplete,3/7/2018,10/19/2018,test data for github,10/30/2019,3/18/2019,5/6/2019,Y,6/30/2020,11/8/2019,ABC not additionally insured,Aleisha,Palmertree,testemail(at)test,Instructor,,,Veronika,Panter,testemail(at)test,Community Liaison; Instructor,,,Yoshiko,Pannenbacker,testemail(at)test,Instructor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nia Marshall,Yesenia Alvarez,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,STEM,Applied Science,Engineering,92933
7670956,North/Northwest,Full Year,Active,Apprenticeship,,TOP Family,"3370 HIGHWOOD DRIVE SE WASHINGTON, DC 20020",Fashion Design,,,,22032269,,Approved/Locked,,test test test,Complete,3/7/2018,1/4/2019,test data for github,10/10/2019,3/18/2019,5/1/2019,Y,6/30/2020,5/24/2019,OK,Alejandra,Palmese,testemail(at)test,Community Liaison,,,Veronique,Pantera,testemail(at)test,Instructor,,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antonio Leija,Chris Sorensen,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,Arts,Visual Art,Quilting,92992
7727262,South/Southwest,School Year,Active,Internship,,Museum Org,"4686 A STREET SE WASHINGTON, DC 20019",Museum Curators 101,,,,62032693,,,,test test test,Incomplete,,,test data for github,,5/3/2019,,Y,6/30/2020,5/24/2019,"WC Expired, Liability Expired",Alejandrina,Palmeter,testemail(at)test,Community Liaison; Site Supervisor,Confidential Missing; Contact Info Missing; Education Form Missing; Experience Form Missing; MR Ack Missing; MR Cert Missing; MVOAY Missing; NSOPW Missing; PACR (ORG) Missing; Social Media Policy Missing,ABC Missing; XYZ Missing; IJK Missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph Goth,,,,,test(at)testdotcom,Communications & Leadership,Marketing,Public Relations,80493
7727272,South/Southwest,School Year,Active,Internship,,Museum Org,"4686 A STREET SE WASHINGTON, DC 20019",Museum Curator Internship,,,,62022694,,,,test test test,Incomplete,,,test data for github,,5/3/2019,,N,6/30/2020,5/24/2019,"WC Expired, Liability Expired",Alejandro,Palmieri,testemail(at)test,Community Liaison; Site Supervisor,Confidential Missing; Contact Info Missing; Education Form Missing; Experience Form Missing; MR Ack Missing; MR Cert Missing; MVOAY Missing; NSOPW Missing; PACR (ORG) Missing; Social Media Policy Missing,ABC Missing; XYZ Missing; IJK Missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph Goth,,,,,test(at)testdotcom,Communications & Leadership,Marketing,Public Relations,80494
7670976,Downtown,Full Year,Active,Advanced Apprenticeship,,Momentum NFP,"4654 A STREET SE WASHINGTON, DC 20019",Dance Collaborative,,,,72032376,,Approved/Locked,,test test test,Incomplete,5/12/2015,1/4/2019,test data for github,5/9/2019,3/20/2019,5/9/2019,Y,6/30/2020,5/24/2019,OK,Alena,Palmiero,testemail(at)test,Community Liaison; Instructor,,XYZ Exempt,Vesta,Panto,testemail(at)test,Instructor,,XYZ Exempt,Marry,Esquinaldo,testemail(at)test,Instructor,,XYZ Exempt,Miesha,Evanski,testemail(at)test,Instructor,,XYZ Exempt,Lauralee,Fabiszewski,testemail(at)test,Instructor,Education Form Missing; Experience Form Missing; MR Ack Expired; NSOPW Expired; PACR (ORG) Expired; Social Media Policy Missing,XYZ Exempt; IJK Missing,Sasha,Autin,testemail(at)test,Instructor,,XYZ Exempt,,,,,,,,,,,,,,,,,,,Tyler Sloane,DeMario Meador,,test at test (test(at)testdotcom,test at test (test(at)testdotcom,,test(at)testdotcom,Arts,Performance Arts,Dance,92885
7670977,North/Northwest,Full Year,Active,Apprenticeship,Phoenix,Exploration,"4849 QUEENS CHAPEL TERRACE NE WASHINGTON, DC 20017",Forensic Investigators,,,,22032399,,Approved/Locked,,test test test,Incomplete,3/7/2018,10/19/2018,test data for github,9/13/2019,3/18/2019,5/10/2019,Y,6/30/2020,11/8/2019,ABC not additionally insured,Alene,Palmino,testemail(at)test,Community Liaison; Instructor,,,Veta,Pantoja,testemail(at)test,Community Liaison,,XYZ Exempt,Marsha,Esquirel,testemail(at)test,Instructor,,XYZ Pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chadwick Hopkins,Chris Sorensen,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,STEM,Natural Science,Environmental,93355
7670999,North/Northwest,Full Year,Active,Apprenticeship,,Street Theater,"1616 BUCHANAN STREET NE WASHINGTON, DC 20017",Theater Performance Ensemble,,,,22032236,,Approved/Locked,,test test test,Complete,8/24/2016,11/1/2019,test data for github,5/6/2019,3/18/2019,5/6/2019,Y,6/30/2020,5/24/2019,OK,Alesha,Palmios,testemail(at)test,Community Liaison; Contract Administrator; Instructor,,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muriel Colette,Chris Sorensen,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,Arts,Performance Arts,Theatre,93398
7670995,South/Southwest,Full Year,Active,Advanced Apprenticeship,,Spirit Media NFP,"1612 CRITTENDEN STREET NE WASHINGTON, DC 20017",News and Journalism - South Advanced,,,,42032237,,Approved/Locked,,test test test,Incomplete,3/7/2018,4/10/2019,test data for github,,4/1/2019,,Y,6/30/2020,5/24/2019,OK,Aleshia,Palmiotto,testemail(at)test,Instructor,,XYZ Exempt,Vicenta,Elkins,testemail(at)test,Community Liaison,,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Larry Jernigan,Yesenia Alvarez,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,STEM,Audio / Visual Technology,TV Production,93166
7671000,South/Southwest,Full Year,Active,Apprenticeship,,Spirit Media NFP,"1612 CRITTENDEN STREET NE WASHINGTON, DC 20017",News and Journalism - South Apprentice,,,,42030099,,Approved/Locked,,test test test,Complete,3/7/2018,4/10/2019,test data for github,11/7/2019,4/1/2019,11/7/2019,Y,6/30/2020,5/24/2019,OK,Alesia,Palmisano,testemail(at)test,Community Liaison,,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Larry Jernigan,Yesenia Alvarez,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,STEM,Audio / Visual Technology,MulJimedia,93169
7671006,North/Northwest,Full Year,Active,Advanced Apprenticeship,,Spirit Media NFP,"1612 CRITTENDEN STREET NE WASHINGTON, DC 20017",News and Journalism - West Advanced,,,,22032236,,Approved/Locked,,test test test,Complete,3/7/2018,4/10/2019,test data for github,11/7/2019,4/1/2019,11/7/2019,Y,6/30/2020,5/24/2019,OK,Alessandra,Palmisciano,testemail(at)test,Instructor,,XYZ Exempt,Vickey,Elks,testemail(at)test,Community Liaison,,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chadwick Hopkins,Chris Sorensen,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,STEM,Audio / Visual Technology,Film Production,92930
7671007,North/Northwest,Full Year,Active,Apprenticeship,,Spirit Media NFP,"1612 CRITTENDEN STREET NE WASHINGTON, DC 20017",News and Journalism - West Apprentice,,,,22030272,,Approved/Locked,,test test test,Complete,3/7/2018,4/10/2019,test data for github,12/14/2019,4/1/2019,12/14/2019,Y,6/30/2020,5/24/2019,OK,Aleta,Palmiter,testemail(at)test,Instructor,,XYZ Exempt,Vicki,Ell,testemail(at)test,Community Liaison,,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chadwick Hopkins,Chris Sorensen,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,Communications & Leadership,Media,Documentary Video,92931
7671010,South/Southwest,Full Year,Active,Apprenticeship,,Ties for All,"1647 VARNUM PLACE NE WASHINGTON, DC 20017",Barbershop Beginners,,,,42033040,Saturday,Approved/Locked,,test test test,Incomplete,3/8/2018,4/12/2019,test data for github,12/4/2019,3/18/2019,12/4/2019,Y,6/30/2020,5/24/2019,Liability Expired,Aletha,Palmitessa,testemail(at)test,Community Liaison; Instructor,,XYZ Exempt,Vickie,Ellamar,testemail(at)test,Instructor,,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Larry Jernigan,Yesenia Alvarez,,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,Arts,,,92922
7727725,North/Northwest,School Year,Active,Internship,,LB Gantz Boys and,"1647 WEBSTER STREET NE WASHINGTON, DC 20017","Youth Leadership Aide (M, W, F)",,,,,,,,test test test,Incomplete,,,test data for github,,,,N,,,"Need higher limits, ABC not certificate holder, ABC not additionally insured, WC Missing, Liability Missing",Alethea,Palmo,testemail(at)test,Community Liaison; Contract Administrator; Site Supervisor,,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph Goth,test at test (test(at)testdotcom,test at test (test(at)testdotcom,,,test(at)testdotcom,Communications & Leadership,Social Science,Education & Training,99102
7727766,North/Northwest,School Year,Active,Internship,,LB Gantz Boys and,"1647 WEBSTER STREET NE WASHINGTON, DC 20017","Youth Leadership Aide (Tues, Weds, Thur)",,,,,,,,test test test,Incomplete,,,test data for github,,,,Y,,,"Need higher limits, ABC not certificate holder, ABC not additionally insured, WC Missing, Liability Missing",Alethia,Palmore,testemail(at)test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph Goth,,test at test (test(at)testdotcom,,,test(at)testdotcom,Communications & Leadership,Social Science,Education & Training,99103
7571295,Downtown,School Year,Active,Internship,,B&G Org,"1640 MICHIGAN AVENUE NE WASHINGTON, DC 20017",Gap Year 1,,,,3470362,,,,test test test,Incomplete,,,test data for github,,,,N,,,"Need higher limits, ABC not certificate holder, ABC not additionally insured, WC Missing, Liability Missing",Alex,Palmour,testemail(at)test,Instructor,,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nancy Duncan,,,,,,test(at)testdotcom,Communications & Leadership,Business / Administration,,98964
7671025,North/Northwest,Full Year,Active,Apprenticeship,Marine ,Green Thumbs,"402 CONSTITUTION AVENUE NE WASHINGTON, DC 20002",Garden Growers - Valley High,,,,22030022,,Approved/Locked,,test test test,Complete,12/3/2019,3/5/2019,test data for github,9/19/2019,3/25/2019,5/5/2019,Y,6/30/2020,5/24/2019,OK,Alexa,Palmquist,testemail(at)test,Community Liaison; Instructor,,,Victorina,Ellars,testemail(at)test,Community Liaison; Instructor,,,Marva,Esselman,testemail(at)test,Community Liaison; Instructor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryan Fisher,Selena Miller,,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,STEM,Applied Science,Urban Ecology,93349
7671071,South/Southwest,Full Year,Active,Apprenticeship,Sarah E. Goode STEM Academy,Green Thumbs,"402 CONSTITUTION AVENUE NE WASHINGTON, DC 20002",Garden Growers - Near West,,,,42032463,,Approved/Locked,,test test test,Complete,12/3/2019,3/5/2019,test data for github,5/5/2019,3/25/2019,5/5/2019,Y,6/30/2020,5/24/2019,OK,Alexander,Palmrose,testemail(at)test,Community Liaison; Instructor,,,Vida,Ellcessor,testemail(at)test,Instructor,,,Marvel,Essen,testemail(at)test,Instructor,,,Milagro,Eveleth,testemail(at)test,Community Liaison; Instructor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parminder Shukla,Yesenia Alvarez,,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,STEM,Applied Science,Sustainable Development,92985
7671076,South/Southwest,Full Year,Active,Internship,,Comelle Youth Center,"1632 BUCHANAN STREET NE WASHINGTON, DC 20017",Ida B Wells Center Internship,,,,42030492,,Approved/Locked,,test test test,Complete,3/24/2015,3/5/2019,test data for github,5/2/2019,4/1/2019,5/2/2019,Y,6/30/2020,3/28/2019,OK,Alexandra,Palms,testemail(at)test,Community Liaison,,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Larry Jernigan,Yesenia Alvarez,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,Communications & Leadership,Business / Administration,Personal Assistant,93169
7671067,North/Northwest,Full Year,Active,Apprenticeship,,Reach for Art,"1820 MICHIGAN AVENUE NE WASHINGTON, DC 20018",Glassblowing,,,,22032240,,Approved/Locked,,test test test,Complete,3/7/2018,1/4/2019,test data for github,9/20/2019,3/25/2019,9/20/2019,Y,6/30/2020,5/24/2019,OK,Alexandria,Palmucci,testemail(at)test,Community Liaison,,XYZ Exempt,Vikki,Ellebracht,testemail(at)test,Instructor,,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chadwick Hopkins,Chris Sorensen,,test at test (test(at)testdotcom,test at test (test(at)testdotcom,,test(at)testdotcom,Arts,Visual Art,Sculpture,93128
7671070,Downtown,Full Year,Active,Advanced Apprenticeship,,Girl Media,"4438 SOUTH DAKOTA AVENUE NE WASHINGTON, DC 20017",Media Digital Development,,,,72032242,Saturday,Approved/Locked,,test test test,Complete,3/24/2015,1/24/2019,test data for github,12/18/2019,3/13/2019,5/2/2019,Y,6/30/2020,5/1/2019,OK,Alexia,Palo,testemail(at)test,Instructor,,XYZ Exempt,Vilma,Ellebrecht,testemail(at)test,Community Liaison; Instructor,,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tyler Sloane,DeMario Meador,,test at test (test(at)testdotcom,test at test (test(at)testdotcom, ,test(at)testdotcom,Communications & Leadership,Media,Documentary Video,92910
7671077,North/Northwest,Full Year,Active,Apprenticeship,Spry Community Links,Museum of Mexicn Art,"4409 14TH STREET NE WASHINGTON, DC 20017","Graffiti, Murals and More",,,,22032404,,Approved/Locked,,test test test,Complete,3/7/2018,10/12/2018,test data for github,5/10/2019,4/1/2019,5/10/2019,Y,6/30/2020,5/24/2019,OK,Alexis,Paloma,testemail(at)test,Community Liaison; Contract Administrator,,,Vina,Elleby,testemail(at)test,Instructor,,,Marx,Essery,testemail(at)test,Community Liaison; Contract Administrator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antonio Leija,Chris Sorensen,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,Arts,Visual Art,Mural,92999
7671076,North/Northwest,Full Year,Active,Advanced Apprenticeship,Senn,Star Movement NFP,"4309 13TH PLACE NE WASHINGTON, DC 20017",Mosaics and More,,,,22032244,,Approved/Locked,,test test test,Incomplete,3/7/2018,12/3/2019,test data for github,,3/25/2019,,Y,6/30/2020,5/24/2019,OK,Alfonso,Palomaki,testemail(at)test,Community Liaison,,,Vince,Elledge,testemail(at)test,Instructor,,,Mary,Esses,testemail(at)test,Instructor,,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryan Fisher,Selena Miller,,test at test (test(at)testdotcom,test at test (test(at)testdotcom,,test(at)testdotcom,Arts,Visual Art,Mosaic Tiles,93364
7671092,North/Northwest,Full Year,Active,Apprenticeship,Farragut,Star Movement NFP,"4309 13TH PLACE NE WASHINGTON, DC 20017",Mosaics and More at Valley High,,,,22030336,,Approved/Locked,,test test test,Complete,3/7/2018,12/3/2019,test data for github,9/19/2019,3/25/2019,5/20/2019,Y,6/30/2020,5/24/2019,OK,Alfonzo,Palomar,testemail(at)test,Community Liaison; Contract Administrator,,,Vincent,Ellefson,testemail(at)test,Community Liaison; Contract Administrator,,,Marya,Essex,testemail(at)test,Instructor,,,Milford,Evens,testemail(at)test,Instructor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antonio Leija,Chris Sorensen,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,,test(at)testdotcom,Arts,Visual Art,Mosaic Tiles,93231
7671091,South/Southwest,Full Year,Active,Advanced Apprenticeship,,Star Movement NFP,"4309 13TH PLACE NE WASHINGTON, DC 20017",Mosaics and More at UCB,,,,42033232,,Approved/Locked,,test test test,Complete,3/7/2018,12/3/2019,test data for github,10/31/2019,3/25/2019,10/31/2019,Y,6/30/2020,5/24/2019,OK,Alfred,Palomares,testemail(at)test,Community Liaison,,,Vincenza,Ellegood,testemail(at)test,Instructor,,,Maryalice,Esshaki,testemail(at)test,Instructor,,,Milissa,Evensen,testemail(at)test,Instructor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Larry Jernigan,Yesenia Alvarez,,test at test (test(at)testdotcom,test at test (test(at)testdotcom,,test(at)testdotcom,Arts,Visual Art,Mosaic Tiles,93015
7729919,North/Northwest,School Year,Active,Internship,,Nature Museum,"4224 13TH PLACE NE WASHINGTON, DC 20017",Nature Museum Curator Internship,,,,,,,,test test test,Incomplete,3/8/2018,5/25/2018,test data for github,,,,Y,6/30/2020,5/24/2019,OK,Alfreda,Palomarez,testemail(at)test,Community Liaison; Site Supervisor,,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph Goth,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,STEM,Natural Science,Environmental,92858
7729956,North/Northwest,School Year,Active,Internship,,Nature Museum,"4224 13TH PLACE NE WASHINGTON, DC 20017",Nature Museum Curator Internship2,,,,,,,,test test test,Incomplete,3/8/2018,5/25/2018,test data for github,,,,Y,6/30/2020,5/24/2019,OK,Alfredia,Palomba,testemail(at)test,Community Liaison; Site Supervisor,,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph Goth,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,STEM,Natural Science,Environmental,92859
7675276,North/Northwest,Full Year,Active,Apprenticeship,Clemente,Over Guitars Organization,"4426 13TH PLACE NE WASHINGTON, DC 20017",Guitar Class,,,,22033274,,Approved/Locked,,test test test,Incomplete,,,test data for github,,,,Y,6/30/2020,5/10/2019,OK,Alfredo,Palombit,testemail(at)test,Instructor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muriel Colette,Chris Sorensen,,test at test (test(at)testdotcom,test at test (test(at)testdotcom,,test(at)testdotcom,Arts,,,94201
7671161,South/Southwest,Full Year,Active,Apprenticeship,,SSD Team & Perf,"4423 13TH STREET NE WASHINGTON, DC 20017",Hip Hop Dance,,,,42032244,,Approved/Locked,,test test test,Incomplete,3/7/2018,3/5/2019,test data for github,7/2/2019,3/18/2019,5/9/2019,Y,6/30/2020,5/24/2019,Liability Expired,Ali,Palombo,testemail(at)test,Instructor,,XYZ Exempt,Viola,Ellenbecker,testemail(at)test,Instructor,,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Larry Jernigan,Yesenia Alvarez,,test at test (test(at)testdotcom,,test at test (test(at)testdotcom,test(at)testdotcom,Arts,Performance Arts,Dance,93168
7671167,North/Northwest,Full Year,Active,Advanced Apprenticeship,Collins,Spirit Media NFP,"1612 CRITTENDEN STREET NE WASHINGTON, DC 20017",Sports Journalism Advanced,,,,22032244,,Approved/Locked,,test test test,Complete,3/7/2018,4/10/2019,test data for github,11/7/2019,4/1/2019,11/7/2019,Y,6/30/2020,5/24/2019,OK,Alia,Palomin,testemail(at)test,Community Liaison; Instructor,,,Violet,Ellenbee,testemail(at)test,Instructor,,,Marybelle,Esskew,testemail(at)test,Community Liaison,,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antonio Leija,Chris Sorensen,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,STEM,Audio / Visual Technology,Film Production,93208
